ID,Name,Sponsor,Event,Venue,Place,PhysicalDescription,Occasion,Notes,CallNumber,Keywords,Language,Date,Location,LocationType,Currency,CurrencySymbol,Status,PageCount,DishCount
25628,NO NAME,LAKOTA HOTEL,CHRISTMAS DINNR,COMMERCIAL,"CHICAGO, IL",BOOKLET; ILLUS; COL; 6.25 X 5.5;,---------,CALENDAR FOR 1898 WITH MOTIF OF PANSIES IN COLOR; MUSIC; RIBBON TIE;;,1897-373,Empty,Empty,1897-12-25,LAKOTA HOTEL,Empty,UNKNOWN,&&&,COMPLETE,8,38
25629,NO NAME,THEATRICAL PROTECTIVE UNION,20TH ANNUAL BANQUET,PROF,"GRAND CENTRAL PALACE, NYC",BOOKLET; ILLUS;COL;5.25X10.5;,ANNIVERSARYERSARY,"OFFICERS,COMMITTEE MEMBERS & GUESTS ALL LISTED;",1906-429,Empty,Empty,1906-04-29,THEATRICAL PROTECTIVE UNION,Empty,UNKNOWN,&&&,COMPLETE,4,14
25631,NO NAME,NORTHPORT YACHT CLUB,ANNUAL DINNER,SOC,"MANHATTAN HOTEL, NEW YORK, NY",CARD; ILLUS; COL; 3.5X7;,ANNIVERSARY,DECORATIVE BORDER;,1901-363,Empty,Empty,1901-02-14,NORTHPORT YACHT CLUB,Empty,UNKNOWN,&&&,COMPLETE,2,18
25632,NO NAME,ARION SOCIETY,DINNER,PROF,PENNSYLVANIA RAILROAD DINING CARS EN ROUTE NEW YORK TO CHICAGO,CARD;4.5 X.6.5;,---------,INFORMATION ABOUT THE EVENT HADWRITTEN;,1899-540,Empty,Empty,1899-08-01,ARION SOCIETY,Empty,UNKNOWN,&&&,COMPLETE,2,29
25633,NO NAME,MILLS HOTEL RESTAURANT,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",BROADSHEET; 3.75X6;,---------,"""REGULAR DINNER 15 CENTS - 21 MEAL TICKETS FOR $3.00 - REGULAR BREAKFAST 15CENTS, SPECIAL BREAKFAST 10 CENTS;""",1900-776,Empty,Empty,1900-02-06,MILLS HOTEL RESTAURANT,Empty,UNKNOWN,&&&,COMPLETE,2,53
25635,NO NAME,HOTEL DENNIS,DINNER,COMMERCIAL,"ATLANTIC CITY, NJ",BOOKLET;ILL;COL;5.75X7.75;,DAILY PATR,None,1899-201,Empty,Empty,1899-02-22,HOTEL DENNIS,Empty,UNKNOWN,&&&,COMPLETE,8,39
25636,NO NAME,COACHING CLUB,NO EVENT,SOC,CLAREMONT,CARD; ILLUS; 5X7;,---------,"INCLUDES WINES; DECORATIVE MOTIFS ON COVER RELATING TO RIDING, COACHES, ETC;",1907-497,Empty,Empty,1907-05-11,COACHING CLUB,Empty,UNKNOWN,&&&,COMPLETE,2,13
25637,NO NAME,SONS OF AMERICAN REVOLUTION,NO EVENT,MIL,"BELVEDERE HOTEL, BALTIMORE, MD",CARD; COL; 3.6X6.6;,---------,INCLUDES WINES SERVED WITH INDIVIDUAL COURES; [SPONSOR INFORMATION HANDWRITTEN]; [PLACE INFO SUPPLIED BY FEB];,1907-302,Empty,Empty,1907-03-15,SONS OF AMERICAN REVOLUTION,Empty,UNKNOWN,&&&,COMPLETE,2,21
25638,NO NAME,SOUTHERN RAILWAY,INSPECTION TRIP - DINER,COMMERCIAL,"EN ROUTE, GREENSBORO - WASHINGTON",CARD; ILLUS; 5.6X6.6;,---------,DECORATIVE WREATH AROUND TITLE;,1905-871,Empty,Empty,1905-11-17,SOUTHERN RAILWAY,Empty,UNKNOWN,&&&,COMPLETE,2,24
25639,NO NAME,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",CARD;ILLUS;COL;5X7;,DAILY,HOTEL EMBLEM;,1901-275,Empty,Empty,1901-02-04,TAMPA BAY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,54
25640,NO NAME,PRODUCE MERCHANTS ASSOCIATION,THIRD ANNUAL BANQUET,PROF,"COMMERCIAL CLUB, PORTLAND, OR",FOLDER; ILLUS; COL; 4X9.25;,ANNIVERSARY,WINES LISTED; MENU COMBINATION OF FRENCH AND ENGLISH; DIRECTORS AND MEMBERS LISTED; OREGON MALE QUARTETTE LISTED;,1907-267,Empty,Empty,1907-02-23,PRODUCE MERCHANTS ASSOCIATION,Empty,UNKNOWN,&&&,COMPLETE,8,27
25641,NO NAME,CITY OF BROOKLYN,CELEBRATION OF CENTENNIAL OF INAUG. OF WASHINGTON,GOVT,"ACADEMY OF MUSIC BROOKLYN, NY",FOLDER; ILLUS; COL;7.25X6.5;,PATRIOTIC HOLIDAY,"GOLD EMBOSSED; FRENCH; EACH PAGE ILLUS WITH BROOKLYN SCENES; TOASTS AND AND MUSIC; RED, WHITE, [BLUE?] RIBBONS;",1889-046,Empty,Empty,1889-05-01,CITY OF BROOKLYN,Empty,UNKNOWN,&&&,COMPLETE,24,39
25642,NO NAME,CORNELL UNIVERSITY ALUMNI,NINETEENTH ANNUAL DINNER,EDUC,WALDORF-ASTORIA HOTEL,FOLDER; ILLUS; COL; 4.5 X 6.5;,ANNIVERSARY,FRENCH; RED PRINT; TOASTS; PORTRAIT;,1899-173,Empty,Empty,1899-02-10,CORNELL UNIVERSITY ALUMNI,Empty,UNKNOWN,&&&,COMPLETE,4,18
25643,NO NAME,WHOLESALE SADDLERY ASSOCIATION,EIGHTEENTH ANNUAL CONVENTION,PROF,"AUDITORIUM HOTEL, CHICAGO, IL",BOOKLET; 5.75 X 7;,ANNIVERSARY,COCKTAILS AND WINES LISTED; TOASTS;,1906-539,Empty,Empty,1906-06-22,WHOLESALE SADDLERY ASSOCIATION,Empty,UNKNOWN,&&&,COMPLETE,8,18
25644,NO NAME,HILDRETH TARNISH CO.,DINNER,PRO,"MARLBOROUGH-BLENHEIM, ATLANTIC CITY, NJ",CARD;,ANNIVERSARY,COCKTAILS AND WINES LISTED; SPONSOR HANDWRITTEN SOMEWHAT ILLEGIBLY;,1907-892,Empty,Empty,1907-10-17,HILDRETH TARNISH CO.,Empty,UNKNOWN,&&&,COMPLETE,2,18
25645,NO NAME,BARNEY MERRY LODGE NO. 29,TWENTIETH ANNUAL DINNER,SOC,"PROVIDENCE, RI",FOLDER; ILLUS; 3.5 X 4.75;,OTHER ANNIV,MASONIC SYMBOL ON COVER;,1893-080,Empty,Empty,1892-06-29,BARNEY MERRY LODGE NO. 29,Empty,UNKNOWN,&&&,COMPLETE,4,12
25648,NO NAME,B.P.O.E. AMSTERDAM LODGE NO. 101,SEVENTEENTH ANNUAL SOCIAL SESSION,SOC,"AMSTERDAM, NY",FOLDER; ILLUS; COL; 5 X 6.25;,ANNIVERSARY,MUSIC; TOASTS; VERSES; PHOTO OF LIEUTENANT GOVERNOR CHANLER;,1907-174,Empty,Empty,1907-02-06,B.P.O.E. AMSTERDAM LODGE NO. 101,Empty,UNKNOWN,&&&,COMPLETE,8,27
25650,NO NAME,ROYAL PALM HOTEL,MENU,COMMERCIAL,"MIAMI, FL",CARD; ILLUS; 5.5X7;,PAT,PHOTO OF ABRAHAM LINCOLN AT TOP OF MENU; [DATE INFO HANDWRITTEN];,1901-345,Empty,Empty,1901-02-12,ROYAL PALM HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,42
25651,NO NAME,HOFFMAN CAFES,MENU NEW YEAR 1892,COMMERCIAL,"HOFFMAN CAFES, NEW YORK, NY",FOLDER; ILLUS; COL; 4 X 7;,SECULAR HOLIDAY,FRENCH; ELABORATE WINE LIST; ILLUSTRATIONS OF CRUSTACEANS; COMPLIMENTS OF THE SEASON BY LISTED PURVEYORS TO HOFFMAN CAFES;,1892-003,Empty,Empty,1892-01-01,HOFFMAN CAFES,Empty,UNKNOWN,&&&,COMPLETE,4,33
25652,NO NAME,LIBRARY COMMITTEE OF THE CORPORATION OF THE CITY OF LONDON,BANQUET,PROF,"THE ALBION, LONDON, ENGLAND",FOLDER; ILLUS; 4.75X7.75;,ANNIVERSARY,"DECORATIVE BORDERS OF BOOKS, SHIELDS, ETC. EACH COURSE AND WINE SELECTION FOLLOWED BY QUOTATION FROM SHAKESPEARE, POPE, DRYDEN, ETC.",1893-065,Empty,Empty,1893-05-08,LIBRARY COMMITTEE OF THE CORPORATION OF THE CITY OF LONDON,Empty,UNKNOWN,&&&,COMPLETE,3,37
25654,NO NAME,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",CARD; ILLUS; COL; 5 X 8;,---------,"GERMAN & ENGLISH; ILLUSTRATION OF WOMAN IN CLASSICAL DRESS HOLDING SHIELD WITH INITIALS H.P.A.A.G., AND STEAMER;",1901-871,Empty,Empty,1901-04-08,HAMBURG AMERIKA LINIE,Empty,UNKNOWN,&&&,COMPLETE,2,26
25655,NO NAME,CAPTAIN NATHAN APPLETON,DINNER TO MEMBERS OF THE BOSTON ARMY CLUB,SOC,"SOMERSET CLUB, BOSTON, MA",CARD; 4X6.5;,COMPLIMENTARY/TESTIMONIAL,MENU HANDWRITTEN; SPON AND EVNT NOTED BY FEB;,1905-776,Empty,Empty,1905-10-23,CAPTAIN NATHAN APPLETON,Empty,UNKNOWN,&&&,COMPLETE,2,12
25656,NO NAME,SOUTHERN RAILWAY INSPECTION TRIP,"INSPECTION TRIP, BREAKFAST",COMMERCIAL,EN ROUTE WASHINGTON-ATLANTA,CARD/5.5 X 6.5;,---------,None,1905-842,Empty,Empty,1905-11-13,SOUTHERN RAILWAY INSPECTION TRIP,Empty,UNKNOWN,&&&,COMPLETE,2,23
25658,NO NAME,MISSISSIPPI VALLEY MEDICAL ASSOCIATION,23RD ANNUAL MEETING,PROF,CHICAGO ATHLETIC ASSOCIATION,FOLDER; ILLUS; COL; 5.25 X 7;,ANNIVERSARY,None,1899-605,Empty,Empty,1899-10-05,MISSISSIPPI VALLEY MEDICAL ASSOCIATION,Empty,UNKNOWN,&&&,COMPLETE,4,17
25659,NO NAME,SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY,TWELFTH ANNUAL BANQUET,PATR,"FORT HENRY CLUB, WHEELING, WV",BOOKLET; ILLUS; 5.5 X 7.5;,ANNIVERSARY,WINES; GREEN PAPER AND PRINT; WASHINGTON FAMILY COAT OF ARMS;,1906-226,Empty,Empty,1906-02-22,SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY,Empty,UNKNOWN,&&&,COMPLETE,8,24
25660,NO NAME,RESTAURANT ZOOLOGISCHER GARTEN,DAILY MENU,GOVT,"HAMBURG, GERMANY",FOLDER; ILLUS; 4 X 6.25;,---------,MENU IN GERMAN; PRICED WINE LIST; MUSIC; VARIOUS GERMAN MOTIFS ON COVER;,1901-217,Empty,Empty,1901-01-27,RESTAURANT ZOOLOGISCHER GARTEN,Empty,DEUTSCHE MARKS,DM,COMPLETE,4,44
25661,NO NAME,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; COL; 4.5 X 7;,---------,LOGO; GRAY STOCK;,1901-571,Empty,Empty,1901-03-05,TAMPA BAY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,45
25662,NO NAME,ST. MARTIN'S LODGE NO.2455,DINNER,RELIG,"WALNUT ROOMS,THE GRAND HOTEL,LONDON",CARD;ILLUS;COL;5X8;,,MENU IN FRENCH;,1897-320,Empty,Empty,1897-11-24,ST. MARTIN'S LODGE NO.2455,Empty,UNKNOWN,&&&,COMPLETE,3,17
25663,NO NAME,ROUNDABOUT DINING CLUB,MENU,SOC,"HOTEL ST. GEORGE, NYACK, NY",BROADSIDE; 4.25X5.5;,---------,INCLUDES NAMES OF CLUB MEMBERS,1895-093,Empty,Empty,1895-05-20,ROUNDABOUT DINING CLUB,Empty,UNKNOWN,&&&,COMPLETE,2,19
25665,NO NAME,MONTEREY HOTEL,DINNER,COMMERCIAL,"ATLANTIC CITY, NJ",BROADSIDE;ILLUS;5X7;,PATRIOTIC HOLIDAY.HOLIDAY,None,1891-074,Empty,Empty,1891-07-04,MONTEREY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,32
25666,NO NAME,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER;ILL;COL;4.5X7.25;,DAILY,HOTEL EMBLEM;,1901-783,Empty,Empty,1901-03-29,TAMPA BAY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,4,43
25667,NO NAME,MAHARAJA OF BARODA,DINNER FOR MAHARAJA SCINDIYA,NO VENUE,"LAXAMI VILAS PALACE,BARODA, INDIA",CARD;ILL;COL;4.75X7.25;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;DATA ON BACK OF MENU HANDWRITTEN;,1897-031,Empty,Empty,1897-01-31,MAHARAJA OF BARODA,Empty,UNKNOWN,&&&,COMPLETE,2,9
25668,NO NAME,CASINE ESPANOL FOR THE BRITISH AND SPANISH COLONIES,LUNCHEON,NO VENUE,NO PLACE,FOLDER; COL; 4 X 6;,---------,MENU IN FRENCH; RED PRINT AND COLORED BANDS;,1906-503,Empty,Empty,1906-06-02,CASINE ESPANOL FOR THE BRITISH AND SPANISH COLONIES,Empty,UNKNOWN,&&&,COMPLETE,4,19
25669,NO NAME,ROYAL PALM HOTEL,LUNCHEON,COMMERCIAL,"MIAMI BISCAYNE BAY, FL",CARD; ILLUS; COL; 4X7.5;,---------,HOTEL SEAL AT TOP OF MENU;,1901-668,Empty,Empty,1901-03-15,ROYAL PALM HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,36
25671,NO NAME,JULIUS G. HARTMANN,COLLATION ON NEW YEAR'S EVE TO HIS PATRONS,OTHER PRIVATE PARTY,"WASHINGTON BUILDING, NEW YORK, NY",FOLDER; 5 X 7.25;,SECULAR HOLIDAY,INCLUDES PIECES MONTES;,1892-002,Empty,Empty,1891-01-01,JULIUS G. HARTMANN,Empty,UNKNOWN,&&&,COMPLETE,4,28
25672,NO NAME,LOUIS SHERRY,DINNER,COMMERCIAL,"NEW YORK, NY",CARD; 3.75X6.5;,---------,FRENCH MENU; LS LOGO;,1900-734,Empty,Empty,1900-02-04,LOUIS SHERRY,Empty,UNKNOWN,&&&,COMPLETE,2,14
25673,NO NAME,BUSHWICK CLUB,"DINNER TO LIEUT. HENRY CLAUS OF TROOP C, U.S.V.",SOC,"BUSHWICK CLUB, BUSHWICK AVE. AND HART ST., BROOKLYN, NY",BOOKLET; ILLUS; COL; 5.5 X 6.75;,COMPLIMENTARY/TESTIMONIAL,"WINES; TOASTS; SEATING PLAN; RED, WHITE AND BLUE FLAG; PAINTING OF LIEUT. CLAUS ON HORSEBACK;",1898-278,Empty,Empty,1898-10-06,BUSHWICK CLUB,Empty,UNKNOWN,&&&,COMPLETE,12,37
25675,NO NAME,THE MAPLEWOOD,SUPPER,COMMERCIAL,"PITTSFIELD, MA",CARD; 5 X 8;,---------,None,1906-508,Empty,Empty,1906-06-04,THE MAPLEWOOD,Empty,UNKNOWN,&&&,COMPLETE,2,34
25676,NO NAME,OLD WAVERLEY HOTEL,MENU,COMMERCIAL,"EDINBURGH, SCOTLAND",FOLDER; 3.5X5;,---------,"HANDWRITTEN IN VIOLET INK; ADVERTISEMENT FOR ROSS'S ROYAL TABLE WATERS"" ON BACK; INSIDE FOLDER, NOTATION: ""REC'D. 21 FEB 1901, F.E.B;""",1901-441,Empty,Empty,1901-02-21,OLD WAVERLEY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,4,28
25677,NO NAME,'95 LAW OF COLUMBIAN UNIVERSITY,JUNIOR BANQUET,EDUC,HOTEL ARNO,BOOKLET; ILL; 4.75X7;,---------,"TOASTS LISTED, NAMES OF OFFICERS AND COMMITTEE LISTED; FASTENED IN TWO PLACES ON TOP WITH TWISTED CORD;",1894-060,Empty,Empty,1894-05-22,'95 LAW OF COLUMBIAN UNIVERSITY,Empty,UNKNOWN,&&&,COMPLETE,10,26
25678,NO NAME,THE RIGHT HON. SIR WALTER WILKIN,BANQUET,GOVT,"GUILD HALL, ENGLAND",FOLDER; ILL; 5.25X8;,---------,"COMMITTEE LISTED; WINES SERVED; MUSICAL PROGRAM LISTED; EXTRACT FROM THE TIMES OF 11/11/1895 PRINTED, NOTICE THE DISCREPANCE OF THE DATES; TWO COPIES;",1895-178,Empty,Empty,1895-11-09,THE RIGHT HON. SIR WALTER WILKIN,Empty,UNKNOWN,&&&,COMPLETE,4,38
25679,NO NAME,,DINNER,NO VENUE,"HOTEL BELLVUE,PHILADELPHIA,PA",BOOKLET;5.75X9;,---------,WINES AND COGNAC SERVED; MENU COVER AS A COURT ORDER LISTING FIVE INDIVIDUALS,1897-104,Empty,Empty,1897-04-03,,Empty,UNKNOWN,&&&,COMPLETE,4,20
25680,NO NAME,DELMONICOS,BREAKFAST LUNCH DINNER,NO VENUE,DELMONICO'S,BOOKLET; 5.75 X 9.25;,---------,"BREAKFAST, LUNCH, DINNER PRICED MENUS, SOME FROM DELMONICO'S; FOR MONTH OF OCTOBER; INTENDED AS A COOKBOOK?",1896-175,Empty,Empty,1896-10-07,DELMONICOS,Empty,DOLLARS,$,COMPLETE,2,7
25681,NO NAME,NORTH RIVER STEAMBOAT CO.,ANNUAL DINNER,COM,"HOTEL ST. GEORGE,NYACK-ON-HUDSON",BOOKLET; ILL; 5.25X6.75,---------,"INNER MENU ATTACHED TO OUTER CARDS BY METAL PINS,COLORED SCENE ON CARD ATTACHED TO FRONT COVER",1889-018,Empty,Empty,1889-02-05,NORTH RIVER STEAMBOAT CO.,Empty,UNKNOWN,&&&,COMPLETE,8,14
25682,NO NAME,U.S.M.S. NEW YORK,LUNCHEON,COMMERCIAL,U.S.M.S. NEW YORK,CARD; 4.0X6.25; ILLUS;,---------,"ILLUS, FLAG WITH EAGLE; PRICED WINE LIST ON REVERSE; RATE OF EXCHANGE FOR SETTLEMENT OF WINE ACCOUNTS GIVEN;",1900-749,Empty,Empty,1900-02-04,U.S.M.S. NEW YORK,Empty,DOLLARS,$,COMPLETE,2,102
25683,NO NAME,ALCAZAR HOTEL,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",CARD; COL; 4 X 7.5;,---------,BLUE STOCK; NOTE ABOUT PURITY OF WATER;,1901-709,Empty,Empty,1901-03-20,HOTEL ALCAZAR,Empty,UNKNOWN,&&&,UNDER REVIEW,2,47
25685,NO NAME,ROYAL VICTORIA HOTEL,DINNER,COMMERCIAL,"NASSAU, THE BAHAMAS",CARD; COL; 5 X 9;,---------,LOGO; BLUE STOCK;,1901-201,Empty,Empty,1901-01-27,ROYAL VICTORIA HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,49
25686,NO NAME,LOS REPRESEMTAMTES DOPLOMATICOS DE LAS REPUBLICAS DE CENTRO AMERICA,DINNER TO LAS DELGACIONES A LA CONFERCIA DE PAZ CENTRO AMERICANA,GOVT,"THE NEW WILLARD, WASHINGTON, DC",FOLDER; ILLUS; COL; 6 X 9;,COMPLIMENTARY/TESTIMONIAL,COCKTAILS AND WINES LISTED; MENU IN ENGLISH; FLAGS;,1907-969,Empty,Empty,1907-11-14,LOS REPRESEMTAMTES DOPLOMATICOS DE LAS REPUBLICAS DE CENTRO AMERICA,Empty,UNKNOWN,&&&,COMPLETE,4,22
25687,NO NAME,FIFTH AVENUE HOTEL,BREAKFAST,COMMERCIAL,"NEW YORK, NY",FOLDER; 5.5X9.0;,---------,PRICED A LA CARTE CAFE MENU; DATE HAND WRITTEN;,1900-414,Empty,Empty,1900-01-19,FIFTH AVENUE HOTEL,Empty,DOLLARS,$,COMPLETE,4,215
25688,NO NAME,BALMORAL HOTEL,DINNER,COMMERCIAL,LENOX AVE. 113 & 114 STREET.NY,BROADSIDE; ILLUS; COL; 3.75 X 6;,RELIG. HOLIDAY,None,1899-871,Empty,Empty,1899-12-25,BALMORAL HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,34
25689,NO NAME,HUGUENOT SOCIETY OF AMERICA,DINNER,SOC,"DELMONICO'S, NEW YORK, NY",BOOKLET;ILL;4.75X6.25;,---------,"WINES SERVED,OFFICERS LISTED,TOASTS,CHANSON OF 1546 IN FRENCH;",1897-145,Empty,Empty,1897-04-28,HUGUENOT SOCIETY OF AMERICA,Empty,UNKNOWN,&&&,COMPLETE,8,25
25692,NO NAME,NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,ANNUAL DINNER,PAT,"SHERRY'S, NEW YORK, NY",BOOKLET; ILLUS; COL; 7.75X5;,ANNIVERSARY,"INCLUDES EXTENSIVE WINE & CHAMPAGNE LIST; ILLUSTRATIONS OF SEALS AND HISTORICAL SCENES ON FRONT & BACK COVERS; INCLUDES PROGRAM OF REGULAR TOASTS, ALSO NAMES OF OFFICERS & DIRECTORS",1893-137,Empty,Empty,1893-12-22,NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,Empty,UNKNOWN,&&&,COMPLETE,14,25
25693,NO NAME,U.S. NAVY,BANQUET TO REAR ADMIRAL JOSEPH B.COUGHLAN,NAVAL,"TERRACE GARDEN,58 ST.NYC",FOLDER;FLAG ILLUS; COL;4.25X6.5;,COMPLIMENTARY/TESTIMONIAL,SPEAKERS LISTED;,1907-873,Empty,Empty,1907-10-10,U.S. NAVY,Empty,UNKNOWN,&&&,COMPLETE,4,19
25695,NO NAME,FRAUNCES' TAVERN,LUNCHEON MENU,COMMERCIAL,"NEW YORK, NY",CARD; COL; 6.25X9.75;,---------,"A LA CARTE MENU, [MAIN RESTAURANT]; INCLUDES PRICED WINELIST;",1907-661,Empty,Empty,1907-07-09,FRAUNCES' TAVERN,Empty,DOLLARS,$,COMPLETE,2,196
25696,NO NAME,SANITARIUM HOTEL,DINNER,COMMERCIAL,"BANFF, MAINE",FOLDER; ILL; COL; 5X7.5;,DAILY,PRICED WINE LIST; PRINTED FORM WITH ROOM FOR HANDWRITTEN DATE AND MENU ITEMS; MEAL HOURS LISTED;,1893-109,Empty,Empty,1893-10-04,SANITARIUM HOTEL,Empty,DOLLARS,$,COMPLETE,4,55
25698,NO NAME,ST. REGIS HOTEL,LUNCHEON,COMMERCIAL,,BROADSHEET;5X8;,DAILY,ALL ITEMS PRICED;MENU IN ENGLISH ON ONE SIDE & FRENCH ON REVERSE;,1906-140,Empty,Empty,1906-02-07,HOTEL ST. REGIS,Empty,DOLLARS,$,COMPLETE,2,196
25700,NO NAME,HOLMENKOLLEN,DINNER,NO VENUE,"TURISTHOTELLER, DINING ROOM OF FAIRY TALES, NORWAY",CARD; ILLUS; 5 X 8;,---------,MENU IS HANDWRITTEN IN NORWEGIAN; BORDER OF ELVES; NOTE ON BACK OF MENU NOTES THAT IT HAS BEEN BROUGHT FROM NORWAY;,1907-227,Empty,Empty,1907-02-16,HOLMENKOLLEN,Empty,UNKNOWN,&&&,COMPLETE,2,6
25701,NO NAME,NEWSPAPER FRIENDS OF MR. JOHN T. MCCALL,ANNIVERSARY DINNER OF THE PRESENTATION OF LOVING CUP,PROF,SHANLEY'S,FOLDER; ILLUS; 6X8.5;,ANNIVERSARY,WINES LISTED WITH COURSE; PHOTO OF MR. MCCALL ON FRONT OF MENU;,1905-937,Empty,Empty,1905-12-04,NEWSPAPER FRIENDS OF MR. JOHN T. MCCALL,Empty,UNKNOWN,&&&,COMPLETE,4,20
25702,NO NAME,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER AUGUSTE VICTORIA,CARD; ILLUS; COL; 4.75 X 8;,---------,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF STEAMSHIP AND WOMAN IN CLASSICAL DRESS SURROUNDED BY FRUITS; CITY IN BACKGROUND;,1901-384,Empty,Empty,1901-02-16,HAMBURG AMERIKA LINIE,Empty,UNKNOWN,&&&,COMPLETE,2,26
25703,NO NAME,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,ABOARD ESPRESS STEAMER AUGUSTE VICTORIA,FOLDER; ILLUS; 4.5 X 7;,---------,MENU IN GERMAN AND ENGLISH; MUSICAL PROGAM; ILLUSTATION OF MEDITERRANEAN SHORE;,1900-683,Empty,Empty,1900-02-02,HAMBURG AMERIKA LINIE,Empty,UNKNOWN,&&&,COMPLETE,2,13
25705,NO NAME,HOTEL SAVOY,EASTER SUNDAY DINNER,COMMERCIAL,"NEW YORK, NY",BROADSIDE; ILLUS; COL; 6X8;,RELIGIOUS HOLIDAY,"ONE OF MANY, MANY DESERTS: ""BASKETS OF FRESH MUSHROOMS;""",1899-287,Empty,Empty,1899-04-02,HOTEL SAVOY,Empty,UNKNOWN,&&&,COMPLETE,2,66
25707,NO NAME,PHI CHAPTER ASSOCIATION OF ZETA PSI,DINNER,GREEK LETTER FRATERNITY OR SORORITY,NO PLACE,CARD;ILL;COL;4.5X7;,---------,ZETA PSI EMBLEM ILLUSTRATED;TOASTS;,1899-821,Empty,Empty,1899-12-12,PHI CHAPTER ASSOCIATION OF ZETA PSI,Empty,UNKNOWN,&&&,COMPLETE,2,21
25708,NO NAME,BINGHAM HOUSE,CHRISTMAS DINNER,COMMERCIAL,"PHILADELPHIA, PA",BROADSIDE; ILLUS; COL; 6X8;,RELIGIOUS HOLIDAY,None,1898-421,Empty,Empty,1898-12-25,BINGHAM HOUSE,Empty,UNKNOWN,&&&,COMPLETE,2,34
25710,NO NAME,YOUNG PEOPLE'S PROHIBITION LEAGUES OF NY & NJ,DINNER,SOC,"FIFTH AVENUE DINING ROOMS, NY",FOLDER; 4.5 X 6.5;,COMPLIMENTARY/TESTIMONIAL,PROGRAM INCLUDED,1899-620,Empty,Empty,1899-10-14,YOUNG PEOPLE'S PROHIBITION LEAGUES OF NY & NJ,Empty,UNKNOWN,&&&,COMPLETE,4,22
25711,NO NAME,ROYAL POINCIANA,DINNER,COMMERCIAL,"PALM BEACH, FL",CARD; 5 X 9;,---------,LOGO;,1901-685,Empty,Empty,1901-03-17,ROYAL POINCIANA,Empty,UNKNOWN,&&&,COMPLETE,2,65
25712,NO NAME,HOTEL WINDERMERE,THANKSGIVING DINNER,COMMERCIAL,"CHICAGO, IL",BOOKLET;ILLUS;4.75X5.75;,SECULAR HOLIDAY,None,1897-331,Empty,Empty,1897-11-25,HOTEL WINDERMERE,Empty,UNKNOWN,&&&,COMPLETE,4,41
25713,NO NAME,HOTEL ASSOCIATION OF NEW YORK CITY,EIGHTH ANNUAL BANQUET,COMMERCIAL,DELMOICO'S NY,BOOKLET; COL; ILLUS; 5 X 7;,ANNIVERSARY,"FRENCH; WINES; MEDIEVAL FORMAT, PARCHMENT; LION; TOASTS; SILK CORD;",1897-014,Empty,Empty,1897-01-12,HOTEL ASSOCIATION OF NEW YORK CITY,Empty,UNKNOWN,&&&,COMPLETE,4,36
25714,NO NAME,CORTLAND COUNTY SOCIETY OF NEW YORK CITY,FIFTH ANNUAL DINNER,SOC,HOTEL ASTOR,FOLDER; ILLUS; 5.5X7;,ANNIVERSARY,"MENU IN FRENCH; PHOTO OF RIVER STREET, MARATHON; PROGRAM, OFFICERS, COMMITTEES LISTED;",1905-354,Empty,Empty,1905-05-03,CORTLAND COUNTY SOCIETY OF NEW YORK CITY,Empty,UNKNOWN,&&&,COMPLETE,12,18
25715,NO NAME,RESTAURANT DU PASSAGE,GERMAN-AFRICAN MENU,COMMERCIAL,"KOENIGSBERG, GERMANY",BROADSHEET; ILLUS; 9.5X13;,---------,"GERMAN; ILLUSTRATIONS OF ELEPHANT, HIPPOPATAMUS; BIRDS, TROPICAL FOLIAGE",1893-011,Empty,Empty,1893-01-01,RESTAURANT DU PASSAGE,Empty,DEUTSCHE MARKS,DM,COMPLETE,2,38
